,Rid,Request Creation Time,Requested Pickup Time,Requested Dropoff Time,Wheelchair,Number of Passengers,Origin Lat,Origin Lng,Destination Lat,Destination Lng
0,159,2022-01-10 10:28:38.000000,2022-01-10 10:35:53.847416,,0,1,59.9493162,10.8296228,59.93758,10.784851
